;TP_SEXO;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;CO_MUNICIPIO_ESC;Q001;Q002;Q003;Q004;Q022;Q024;Q025;RendaMaxima;ClasseSocial;anosEstudoPai;anosEstudoMae;RazaoPessoasQuarto;PessoasPorQuarto;mediaNota;NOTA_MT;NOTA_LC;NOTA_CH;NOTA_CN;NOTA_REDACAO;Cluster
569;F;Branco;Estadual;Urbano;481.7;525.4;501.1;505.7;680.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;9;5.0;(4, 20];538.78;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
570;F;Parda;Estadual;Urbano;386.7;422.4;397.8;497.5;500.0;2211001.0;NaoSabe;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;0;E;0;0;2.0;(1, 2];440.88;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
571;F;Parda;Estadual;Urbano;369.9;511.7;547.7;547.4;840.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;0;E;12;9;1.0;(0, 1];563.34;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];1
572;F;Preta;Estadual;Urbano;543.2;537.5;545.2;429.0;620.0;2211001.0;FundamentalIncompleto;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;998;E;5;12;1.0;(0, 1];534.9799999999998;(300, 500];(500, 650];(500, 650];(500, 650];(500.0, 650.0];1
573;F;Parda;Federal;Urbano;575.9;619.3;599.5;607.9;800.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;4;12;2.0;(1, 2];640.52;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
574;M;Preta;Federal;Urbano;472.7;436.8;495.6;533.6;520.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;1.67;(1, 2];491.74;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
575;M;Parda;Estadual;Urbano;448.8;393.6;427.4;374.7;800.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(D,E);Sim;Não;Nao;998;E;0;12;1.0;(0, 1];488.9;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
576;F;Preta;Estadual;Urbano;413.9;454.6;479.6;526.1;640.0;2211001.0;FundamentalIncompleto;NaoSabe;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;1497;E;4;0;3.0;(2, 3];502.84;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
577;M;Preta;Estadual;Urbano;392.0;449.7;456.7;397.2;260.0;2211001.0;NaoSabe;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;0;0;3.0;(2, 3];391.12;(300, 500];(300, 500];(300, 500];(300, 500];(-0.001, 300.0];1
578;F;Branco;Particular;Urbano;600.7;691.4;633.0;796.0;880.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.5;(1, 2];720.22;(650, 800];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
579;M;Parda;Particular;Urbano;681.4;727.2;642.0;890.6;980.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;16;16;1.25;(1, 2];784.24;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
580;M;Parda;Estadual;Urbano;401.4;420.9;456.9;379.3;600.0;2211001.0;NaoSabe;Medio;NãoSabe;Grupo(D,E);Sim;Sim;Sim;1497;E;0;12;1.25;(1, 2];451.7;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
581;M;Preta;Estadual;Urbano;419.6;408.7;455.0;555.5;740.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;1.33;(1, 2];515.76;(500, 650];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
582;F;Parda;Estadual;Urbano;437.6;476.2;491.3;440.2;460.0;2211001.0;NaoSabe;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;12;2.5;(2, 3];461.06000000000006;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
583;M;Preta;Estadual;Urbano;418.6;388.0;450.5;416.1;720.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;1.67;(1, 2];478.64;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
584;F;Parda;Estadual;Urbano;542.1;540.0;541.3;593.3;680.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;9;5;2.0;(1, 2];579.3399999999998;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
585;F;Preta;Estadual;Urbano;454.7;543.8;571.2;457.6;660.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;1497;E;5;16;3.0;(2, 3];537.4599999999998;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
586;M;Parda;Estadual;Urbano;491.9;460.2;511.0;498.3;600.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;12;12;2.0;(1, 2];512.28;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
587;M;Parda;Particular;Urbano;572.1;606.8;586.6;670.7;900.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;4;5.0;(4, 20];667.24;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
588;F;Parda;Particular;Urbano;529.8;597.4;605.7;656.4;940.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;9;9;2.5;(2, 3];665.86;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
589;M;Branco;Particular;Urbano;737.8;692.9;669.5;866.7;920.0;2211001.0;Superior;Superior;Grupo(D,E);NãoSabe;Sim;Sim;Sim;6986;C;16;16;1.25;(1, 2];777.3800000000001;(800, 1000];(650, 800];(650, 800];(650, 800];(800.0, 1000.0];0
590;M;Branco;Particular;Urbano;637.1;628.8;650.1;732.9;880.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;8982;C;18;18;1.33;(1, 2];705.78;(650, 800];(650, 800];(500, 650];(500, 650];(800.0, 1000.0];0
591;F;Parda;Estadual;Urbano;421.9;490.1;555.9;547.0;940.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;1497;E;9;12;2.0;(1, 2];590.98;(500, 650];(500, 650];(300, 500];(300, 500];(800.0, 1000.0];0
592;F;Parda;Estadual;Urbano;430.2;554.4;544.5;601.2;720.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;1497;E;9;9;1.5;(1, 2];570.0600000000002;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
593;M;Preta;Estadual;Urbano;512.6;574.8;565.8;500.8;820.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;12;9;2.0;(1, 2];594.8;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
594;M;Parda;Estadual;Urbano;572.0;568.1;570.6;655.4;780.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;5;1.33;(1, 2];629.22;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
595;F;Branco;Particular;Urbano;579.2;545.9;569.5;606.3;800.0;2211001.0;NaoSabe;Superior;NãoSabe;Grupo(D,E);Sim;Sim;Sim;9980;C;0;18;1.0;(0, 1];620.18;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
596;F;Amarelo;Particular;Urbano;579.4;567.4;630.6;700.6;820.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;8982;C;18;18;1.5;(1, 2];659.6;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
597;F;Branco;Estadual;Urbano;426.6;410.3;537.0;370.2;560.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(D,E);Grupo(A,B,C);Sim;Não;Sim;998;E;4;4;1.67;(1, 2];460.82;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
598;M;Parda;Estadual;Urbano;542.5;601.4;594.1;568.5;800.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Não;Sim;998;E;12;16;1.5;(1, 2];621.3;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
599;F;Branco;Estadual;Urbano;581.8;605.4;566.0;697.4;940.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;9;2.0;(1, 2];678.1200000000001;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
600;M;Parda;Particular;Urbano;536.9;403.9;584.9;627.4;760.0;2211001.0;Superior;FundamentalIncompleto;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;14970;B;18;4;1.0;(0, 1];582.62;(500, 650];(500, 650];(300, 500];(500, 650];(650.0, 800.0];0
601;F;Parda;Estadual;Urbano;566.2;592.3;588.9;612.3;640.0;2211001.0;NaoSabe;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;998;E;0;16;1.0;(0, 1];599.9399999999998;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
602;F;Parda;Particular;Urbano;550.9;531.5;569.9;491.6;760.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2994;D;4;12;1.5;(1, 2];580.78;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
